lsl_timestamp,TP9,AF7,AF8,TP10
1769484258.9531875,-55.17578125,-21.97265625,-41.9921875,-165.52734375
1769484258.9570937,-26.85546875,-18.5546875,-40.52734375,-177.24609375
1769484258.960125,-0.9765625,-17.578125,-45.41015625,-163.57421875
1769484258.9640312,-18.5546875,-26.3671875,-48.33984375,-149.4140625
1769484258.9679375,-41.50390625,-31.25,-48.33984375,-158.203125
1769484258.9718437,-38.0859375,-29.296875,-44.921875,-161.62109375
1769484258.97575,-13.18359375,-31.25,-41.50390625,-138.18359375
1769484258.9796562,-29.78515625,-30.2734375,-39.55078125,-140.625
1769484258.9835625,-53.7109375,-35.64453125,-48.33984375,-186.5234375
1769484258.9874687,-42.48046875,-31.73828125,-49.8046875,-186.03515625
1769484258.991375,-17.578125,-27.83203125,-39.0625,-160.64453125
1769484258.9952812,-20.01953125,-37.59765625,-39.55078125,-161.62109375
1769484258.9991875,-47.8515625,-30.2734375,-40.52734375,-140.625
1769484259.0030937,-53.22265625,-19.53125,-41.015625,-122.0703125
1769484259.008125,-33.69140625,-18.06640625,-38.57421875,-101.5625
1769484259.0120313,-4.8828125,-20.99609375,-41.50390625,-100.5859375
1769484259.0159376,-11.71875,-19.04296875,-53.7109375,-155.76171875
1769484259.0198438,-47.36328125,-18.5546875,-56.640625,-195.3125
1769484259.02375,-35.15625,-21.97265625,-53.7109375,-168.45703125
1769484259.0276563,-25.390625,-25.390625,-54.19921875,-151.3671875
1769484259.0315626,-27.34375,-27.34375,-51.7578125,-168.9453125
1769484259.0354688,-33.69140625,-22.4609375,-49.31640625,-184.08203125
1769484259.039375,-40.52734375,-15.625,-41.50390625,-147.4609375
1769484259.0432813,-21.97265625,-21.97265625,-36.1328125,-118.65234375
1769484259.0471876,-26.3671875,-27.83203125,-36.62109375,-124.51171875
1769484259.0510938,-36.1328125,-29.78515625,-36.62109375,-132.8125
1769484259.050125,-44.43359375,-30.76171875,-39.0625,-123.046875
1769484259.0540311,-34.1796875,-31.25,-34.1796875,-113.76953125
1769484259.0579374,-32.71484375,-35.64453125,-36.62109375,-129.8828125
1769484259.0618436,-60.546875,-44.921875,-46.38671875,-143.5546875
1769484259.06575,-79.58984375,-44.43359375,-43.9453125,-143.5546875
1769484259.0696561,-62.5,-43.9453125,-43.9453125,-129.39453125
1769484259.0735624,-41.50390625,-43.45703125,-42.96875,-107.91015625
1769484259.0774686,-57.6171875,-37.59765625,-40.0390625,-114.2578125
1769484259.081375,-59.5703125,-39.55078125,-45.41015625,-135.25390625
1769484259.0852811,-44.921875,-37.109375,-51.7578125,-119.140625
1769484259.0891874,-59.5703125,-34.1796875,-45.8984375,-96.19140625
1769484259.0930936,-52.734375,-33.203125,-41.015625,-126.46484375
1769484259.094125,-35.64453125,-25.390625,-42.96875,-153.80859375
1769484259.0980313,-54.6875,-21.484375,-43.45703125,-141.11328125
1769484259.1019375,-33.69140625,-27.83203125,-40.0390625,-105.95703125
1769484259.1058438,-19.53125,-35.15625,-43.9453125,-115.234375
1769484259.10975,-51.26953125,-39.0625,-47.8515625,-139.16015625
1769484259.1136563,-58.10546875,-40.0390625,-47.36328125,-124.0234375
1769484259.1175625,-25.87890625,-36.62109375,-45.8984375,-125.9765625
1769484259.1214688,-19.53125,-36.62109375,-41.015625,-137.6953125
1769484259.125375,-35.64453125,-34.1796875,-38.57421875,-132.8125
1769484259.1292813,-44.921875,-36.1328125,-39.55078125,-125.0
1769484259.1331875,-36.62109375,-40.52734375,-41.50390625,-104.00390625
1769484259.1370938,-18.5546875,-28.3203125,-37.109375,-99.12109375
1769484259.141125,-50.78125,-29.296875,-39.0625,-137.6953125
1769484259.1450312,-57.6171875,-37.109375,-41.015625,-127.44140625
1769484259.1489375,-35.15625,-38.57421875,-40.52734375,-109.86328125
1769484259.1528437,-31.73828125,-36.1328125,-42.48046875,-109.375
1769484259.15675,-25.87890625,-25.87890625,-43.45703125,-112.3046875
1769484259.1606562,-44.921875,-22.94921875,-42.48046875,-109.86328125
1769484259.1645625,-51.7578125,-27.83203125,-36.62109375,-92.7734375
1769484259.1684687,-16.6015625,-31.25,-40.0390625,-78.61328125
1769484259.172375,-28.80859375,-31.73828125,-50.29296875,-71.2890625
1769484259.1762812,-50.29296875,-37.109375,-44.43359375,-85.9375
1769484259.1801875,-54.6875,-44.921875,-40.0390625,-76.66015625
1769484259.1840937,-35.64453125,-45.41015625,-41.9921875,-63.96484375
1769484259.215125,-16.11328125,-41.9921875,-41.9921875,-87.40234375
1769484259.2190313,-44.43359375,-46.38671875,-41.9921875,-126.46484375
1769484259.2229376,-52.734375,-48.33984375,-44.43359375,-142.08984375
1769484259.2268438,-43.45703125,-47.36328125,-45.8984375,-117.1875
1769484259.23075,-41.9921875,-52.734375,-46.875,-61.03515625
1769484259.2346563,-40.52734375,-46.38671875,-48.828125,-29.296875
1769484259.2385626,-52.734375,-40.52734375,-46.875,-20.99609375
1769484259.2424688,-22.4609375,-31.25,-42.96875,-3.90625
1769484259.246375,-15.625,-25.390625,-40.0390625,35.15625
1769484259.2502813,-45.8984375,-35.64453125,-40.52734375,45.8984375
1769484259.2541876,-51.7578125,-34.66796875,-46.38671875,1.953125
1769484259.2580938,-57.6171875,-29.296875,-47.36328125,3.90625
1769484259.233125,-53.7109375,-30.2734375,-43.9453125,38.57421875
1769484259.2370312,-34.66796875,-31.25,-43.9453125,59.08203125
1769484259.2409375,-47.8515625,-34.66796875,-41.50390625,59.5703125
1769484259.2448437,-60.05859375,-34.66796875,-39.55078125,32.2265625
1769484259.24875,-23.92578125,-32.2265625,-38.0859375,41.9921875
1769484259.2526562,-4.8828125,-38.0859375,-38.57421875,82.51953125
1769484259.2565625,-50.78125,-41.9921875,-41.015625,84.9609375
1769484259.2604687,-57.12890625,-38.57421875,-41.9921875,60.546875
1769484259.264375,-24.90234375,-38.57421875,-33.203125,71.77734375
1769484259.2682812,-32.2265625,-42.96875,-31.25,84.47265625
1769484259.2721875,-28.3203125,-39.55078125,-35.15625,48.33984375
1769484259.2760937,-45.41015625,-32.2265625,-33.203125,37.59765625
1769484259.275125,-52.734375,-38.57421875,-36.62109375,60.05859375
1769484259.2790313,-24.90234375,-42.96875,-36.62109375,76.171875
1769484259.2829375,-11.23046875,-34.66796875,-35.64453125,60.546875
1769484259.2868438,-43.45703125,-25.87890625,-37.109375,29.296875
1769484259.29075,-56.640625,-24.90234375,-36.62109375,38.57421875
1769484259.2946563,-23.92578125,-28.3203125,-40.52734375,70.3125
1769484259.2985625,-21.484375,-26.85546875,-45.41015625,68.359375
1769484259.3024688,-50.29296875,-24.4140625,-44.921875,21.97265625
1769484259.306375,-66.40625,-29.296875,-37.109375,-15.13671875
1769484259.3102813,-29.78515625,-33.69140625,-33.69140625,-16.6015625
1769484259.3141875,-22.4609375,-34.66796875,-41.9921875,-25.87890625
1769484259.3180938,-62.01171875,-42.48046875,-48.33984375,-52.24609375
1769484259.323125,-75.68359375,-48.828125,-44.921875,-74.70703125
1769484259.3270311,-51.26953125,-48.828125,-44.43359375,-56.640625
1769484259.3309374,-29.78515625,-46.875,-44.921875,-54.6875
1769484259.3348436,-42.96875,-44.43359375,-40.52734375,-79.58984375
1769484259.33875,-66.89453125,-53.22265625,-37.109375,-83.984375
1769484259.3426561,-69.82421875,-53.22265625,-35.64453125,-57.6171875
1769484259.3465624,-22.94921875,-45.41015625,-37.59765625,-19.53125
1769484259.3504686,-8.7890625,-44.921875,-39.0625,-16.11328125
1769484259.354375,-62.01171875,-50.29296875,-34.66796875,-36.1328125
1769484259.3582811,-44.43359375,-50.78125,-35.15625,-41.50390625
1769484259.3621874,-20.5078125,-44.43359375,-40.0390625,-17.578125
1769484259.3660936,-34.1796875,-46.875,-32.71484375,-13.18359375
1769484259.380125,-37.109375,-53.7109375,-30.2734375,-43.9453125
1769484259.3840313,-51.7578125,-44.43359375,-31.73828125,-92.7734375
1769484259.3879375,-30.76171875,-42.96875,-31.25,-87.890625
1769484259.3918438,0.9765625,-45.41015625,-31.73828125,-59.5703125
1769484259.39575,-15.625,-48.33984375,-30.2734375,-65.91796875
1769484259.3996563,-49.31640625,-53.22265625,-26.85546875,-76.66015625
1769484259.4035625,-43.45703125,-37.59765625,-29.296875,-70.80078125
1769484259.4074688,-16.6015625,-43.45703125,-32.2265625,-47.36328125
1769484259.411375,-21.484375,-54.6875,-29.78515625,-50.29296875
1769484259.4152813,-41.015625,-51.7578125,-34.66796875,-66.40625
1769484259.4191875,-29.296875,-48.828125,-37.59765625,-55.6640625
1769484259.4230938,-23.92578125,-47.36328125,-41.015625,-33.203125
1769484259.425125,-47.8515625,-55.17578125,-46.38671875,-34.1796875
1769484259.4290311,-74.70703125,-51.26953125,-45.8984375,-75.1953125
1769484259.4329374,-75.1953125,-48.33984375,-49.31640625,-86.9140625
1769484259.4368436,-34.1796875,-46.38671875,-44.43359375,-59.08203125
1769484259.44075,-4.8828125,-36.62109375,-37.109375,-29.78515625
1769484259.4446561,-58.59375,-37.109375,-45.8984375,-36.62109375
1769484259.4485624,-77.1484375,-39.0625,-46.38671875,-60.05859375
1769484259.4524686,-47.8515625,-35.15625,-40.0390625,-39.0625
1769484259.456375,-45.8984375,-38.0859375,-42.48046875,-34.66796875
1769484259.4602811,-38.57421875,-33.69140625,-45.41015625,-72.75390625
1769484259.4641874,-57.12890625,-30.2734375,-40.52734375,-103.02734375
1769484259.4680936,-66.89453125,-32.71484375,-36.1328125,-114.2578125
1769484259.469125,-23.92578125,-28.3203125,-38.0859375,-109.375
1769484259.4730313,-20.01953125,-30.2734375,-36.62109375,-118.1640625
1769484259.4769375,-54.6875,-26.3671875,-37.109375,-140.13671875
1769484259.4808438,-75.1953125,-31.73828125,-36.62109375,-130.859375
1769484259.48475,-57.6171875,-37.59765625,-36.1328125,-94.23828125
1769484259.4886563,-28.3203125,-27.34375,-39.0625,-81.54296875
1769484259.4925625,-56.640625,-36.1328125,-38.57421875,-103.02734375
1769484259.4964688,-81.0546875,-51.26953125,-38.57421875,-120.1171875
1769484259.500375,-55.17578125,-48.828125,-40.52734375,-132.8125
1769484259.5042813,-36.1328125,-42.48046875,-41.9921875,-115.234375
1769484259.5081875,-50.78125,-50.78125,-37.109375,-104.98046875
1769484259.5120938,-62.5,-52.24609375,-35.64453125,-102.5390625
1769484259.514125,-33.69140625,-45.41015625,-40.52734375,-105.46875
1769484259.5180314,-11.71875,-42.96875,-39.55078125,-84.9609375
1769484259.5219376,-33.69140625,-46.38671875,-39.55078125,-53.22265625
1769484259.5258439,-49.31640625,-42.96875,-30.2734375,-61.03515625
1769484259.52975,-27.83203125,-40.0390625,-26.85546875,-65.91796875
1769484259.5336564,-10.7421875,-46.875,-35.15625,-66.40625
1769484259.5375626,-21.97265625,-55.6640625,-37.59765625,-95.703125
1769484259.5414689,-42.96875,-47.8515625,-35.15625,-117.1875
1769484259.545375,-50.78125,-38.0859375,-34.1796875,-122.55859375
1769484259.5492814,-57.12890625,-50.29296875,-40.52734375,-105.46875
1769484259.5531876,-47.36328125,-54.19921875,-43.45703125,-77.63671875
1769484259.5570939,-41.015625,-42.96875,-37.109375,-85.9375
1769484259.560125,-61.5234375,-33.69140625,-37.109375,-89.84375
1769484259.5640314,-55.17578125,-34.66796875,-36.1328125,-60.05859375
1769484259.5679376,-45.8984375,-41.50390625,-31.25,-26.3671875
1769484259.5718439,-53.22265625,-43.45703125,-34.1796875,-10.7421875
1769484259.57575,-50.29296875,-35.64453125,-41.9921875,-12.20703125
1769484259.5796564,-41.015625,-38.57421875,-38.0859375,-0.9765625
1769484259.5835626,-36.1328125,-43.9453125,-31.73828125,18.5546875
1769484259.5874689,-46.38671875,-41.015625,-31.73828125,29.296875
1769484259.591375,-61.03515625,-45.41015625,-31.25,40.52734375
1769484259.5952814,-60.546875,-47.36328125,-35.64453125,54.19921875
1769484259.5991876,-37.109375,-40.0390625,-39.0625,68.359375
1769484259.6030939,-31.73828125,-30.76171875,-41.015625,61.5234375
1769484259.604125,-41.50390625,-36.62109375,-35.64453125,52.24609375
1769484259.6080313,-63.96484375,-46.38671875,-35.64453125,62.01171875
1769484259.6119375,-41.50390625,-42.96875,-39.55078125,84.9609375
1769484259.6158438,-20.99609375,-32.2265625,-36.1328125,94.23828125
1769484259.61975,-52.24609375,-41.50390625,-30.2734375,68.84765625
1769484259.6236563,-70.3125,-51.7578125,-27.83203125,48.33984375
1769484259.6275625,-35.15625,-41.50390625,-37.109375,46.38671875
1769484259.6314688,-25.87890625,-36.62109375,-39.55078125,52.734375
1769484259.635375,-41.015625,-39.55078125,-36.62109375,42.48046875
1769484259.6392813,-55.6640625,-39.55078125,-37.109375,7.8125
1769484259.6431875,-41.9921875,-37.59765625,-41.015625,4.8828125
1769484259.6470938,-9.27734375,-33.69140625,-38.57421875,24.4140625
1769484259.665125,-14.6484375,-31.73828125,-34.1796875,8.30078125
1769484259.6690311,-56.15234375,-47.8515625,-32.2265625,-17.08984375
1769484259.6729374,-52.734375,-47.8515625,-29.78515625,1.953125
1769484259.6768436,-9.765625,-38.0859375,-31.73828125,20.99609375
1769484259.68075,-9.765625,-39.55078125,-33.69140625,3.41796875
1769484259.6846561,-39.0625,-46.875,-36.62109375,-28.3203125
1769484259.6885624,-45.41015625,-51.26953125,-34.66796875,-64.94140625
1769484259.6924686,-16.6015625,-52.734375,-34.66796875,-70.80078125
1769484259.696375,-12.20703125,-62.01171875,-37.59765625,-61.5234375
1769484259.7002811,-59.5703125,-58.10546875,-40.0390625,-78.125
1769484259.7041874,-66.89453125,-50.78125,-43.45703125,-93.26171875
1769484259.7080936,-45.41015625,-55.6640625,-37.59765625,-70.80078125
1769484259.724125,-31.25,-53.7109375,-33.203125,-49.31640625
1769484259.7280312,-20.01953125,-40.52734375,-32.71484375,-49.31640625
1769484259.7319374,-42.96875,-31.73828125,-28.3203125,-40.0390625
1769484259.7358437,-36.1328125,-34.1796875,-25.390625,-13.671875
1769484259.73975,0.9765625,-28.80859375,-23.92578125,-18.06640625
1769484259.7436562,-13.671875,-28.80859375,-23.92578125,-63.4765625
1769484259.7475624,-43.45703125,-38.57421875,-22.94921875,-111.328125
1769484259.7514687,-36.62109375,-40.52734375,-20.5078125,-120.1171875
1769484259.755375,-21.484375,-41.50390625,-20.5078125,-98.6328125
1769484259.7592812,-16.11328125,-40.0390625,-23.4375,-109.375
1769484259.7631874,-33.203125,-32.71484375,-27.34375,-146.97265625
1769484259.7670937,-36.62109375,-36.1328125,-26.3671875,-155.2734375
1769484259.754125,-14.16015625,-41.015625,-28.80859375,-141.11328125
1769484259.7580314,-1.953125,-38.57421875,-38.0859375,-133.30078125
1769484259.7619376,-23.92578125,-37.59765625,-31.25,-127.44140625
1769484259.7658439,-42.48046875,-41.9921875,-23.4375,-140.625
1769484259.76975,-40.52734375,-56.640625,-33.203125,-171.875
1769484259.7736564,-44.43359375,-59.08203125,-39.55078125,-176.26953125
1769484259.7775626,-46.38671875,-50.29296875,-35.64453125,-157.2265625
1769484259.7814689,-58.10546875,-55.17578125,-34.66796875,-159.66796875
1769484259.785375,-38.57421875,-59.08203125,-34.66796875,-143.5546875
1769484259.7892814,-23.4375,-49.31640625,-39.55078125,-135.25390625
1769484259.7931876,-42.48046875,-49.8046875,-43.45703125,-170.41015625
1769484259.7970939,-69.82421875,-50.78125,-40.52734375,-178.7109375
1769484259.827125,-61.5234375,-49.8046875,-41.50390625,-165.0390625
1769484259.8310313,-25.390625,-45.41015625,-41.015625,-134.27734375
1769484259.8349376,-13.18359375,-40.52734375,-41.015625,-124.51171875
1769484259.8388438,-43.9453125,-40.0390625,-40.52734375,-149.4140625
1769484259.84275,-59.08203125,-31.25,-42.48046875,-151.85546875
1769484259.8466563,-20.99609375,-29.296875,-45.41015625,-144.53125
1769484259.8505626,-0.9765625,-26.3671875,-45.41015625,-141.11328125
1769484259.8544688,-18.06640625,-28.80859375,-41.015625,-150.390625
1769484259.858375,-41.015625,-34.1796875,-37.109375,-162.59765625
1769484259.8622813,-37.109375,-31.25,-41.9921875,-151.85546875
1769484259.8661876,-12.6953125,-34.1796875,-41.015625,-150.87890625
1769484259.8700938,-21.97265625,-40.52734375,-39.0625,-159.66796875
1769484259.844125,-42.48046875,-40.0390625,-45.8984375,-159.66796875
1769484259.8480313,-40.0390625,-32.71484375,-44.921875,-147.4609375
1769484259.8519375,-22.4609375,-29.78515625,-43.45703125,-130.37109375
1769484259.8558438,-14.16015625,-24.90234375,-45.8984375,-104.4921875
1769484259.85975,-32.2265625,-22.94921875,-48.828125,-90.33203125
1769484259.8636563,-48.33984375,-36.62109375,-45.8984375,-86.42578125
1769484259.8675625,-35.64453125,-34.66796875,-45.8984375,-87.890625
1769484259.8714688,-11.23046875,-30.76171875,-49.8046875,-91.30859375
1769484259.875375,-27.34375,-30.2734375,-45.41015625,-58.59375
1769484259.8792813,-52.24609375,-28.3203125,-41.015625,-22.4609375
1769484259.8831875,-34.66796875,-35.15625,-46.38671875,29.296875
1769484259.8870938,-17.08984375,-43.9453125,-42.96875,68.84765625
1769484259.890125,-38.0859375,-41.50390625,-35.15625,71.2890625
1769484259.8940313,-49.31640625,-39.55078125,-38.57421875,63.4765625
1769484259.8979375,-44.921875,-44.43359375,-40.52734375,83.984375
1769484259.9018438,-36.1328125,-43.9453125,-41.9921875,106.4453125
1769484259.90575,-28.80859375,-42.96875,-44.43359375,98.14453125
1769484259.9096563,-55.6640625,-39.55078125,-47.8515625,71.77734375
1769484259.9135625,-55.17578125,-40.52734375,-49.8046875,66.89453125
1769484259.9174688,-26.85546875,-37.109375,-46.875,89.84375
1769484259.921375,-25.87890625,-29.296875,-49.31640625,74.21875
1769484259.9252813,-34.66796875,-34.1796875,-49.31640625,53.7109375
1769484259.9291875,-41.015625,-36.1328125,-45.41015625,59.5703125
1769484259.9330938,-27.83203125,-30.76171875,-45.8984375,58.10546875
1769484259.949125,-5.37109375,-26.3671875,-44.43359375,59.5703125
1769484259.9530313,-28.3203125,-32.71484375,-43.9453125,39.0625
1769484259.9569376,-45.8984375,-38.0859375,-42.96875,-3.90625
1769484259.9608438,-29.78515625,-40.0390625,-45.41015625,11.71875
1769484259.96475,-16.11328125,-38.0859375,-42.48046875,46.875
1769484259.9686563,-25.390625,-32.71484375,-38.57421875,34.1796875
1769484259.9725626,-56.15234375,-32.2265625,-39.0625,5.859375
1769484259.9764688,-56.15234375,-32.2265625,-39.55078125,37.109375
1769484259.980375,-32.2265625,-34.66796875,-44.921875,61.5234375
1769484259.9842813,-16.6015625,-45.41015625,-41.015625,55.17578125
1769484259.9881876,-36.62109375,-42.96875,-39.55078125,47.8515625
1769484259.9920938,-36.62109375,-33.203125,-37.109375,43.45703125
1769484259.979125,-19.53125,-28.80859375,-33.69140625,64.453125
1769484259.9830313,-9.27734375,-37.59765625,-41.015625,66.89453125
1769484259.9869375,-33.69140625,-43.45703125,-41.50390625,23.4375
1769484259.9908438,-58.10546875,-40.0390625,-36.1328125,25.87890625
1769484259.99475,-18.5546875,-37.59765625,-35.15625,69.82421875
1769484259.9986563,-8.7890625,-41.9921875,-39.0625,68.84765625
1769484260.0025625,-39.0625,-42.96875,-39.55078125,45.8984375
1769484260.0064688,-52.734375,-37.59765625,-39.0625,36.1328125
1769484260.010375,-24.90234375,-38.0859375,-38.57421875,52.24609375
1769484260.0142813,5.859375,-36.62109375,-35.64453125,63.96484375
1769484260.0181875,-7.32421875,-39.55078125,-33.203125,42.48046875
1769484260.0220938,-39.55078125,-34.1796875,-34.1796875,21.97265625
1769484260.040125,-43.9453125,-32.2265625,-35.15625,36.62109375
1769484260.0440311,-6.34765625,-28.3203125,-33.69140625,51.26953125
1769484260.0479374,-8.30078125,-20.99609375,-32.2265625,41.015625
1769484260.0518436,-31.25,-22.94921875,-36.62109375,5.859375
1769484260.05575,-28.3203125,-20.99609375,-39.55078125,3.90625
1769484260.0596561,-11.71875,-20.01953125,-39.0625,35.64453125
1769484260.0635624,-4.39453125,-18.06640625,-39.0625,44.43359375
1769484260.0674686,-25.390625,-17.08984375,-36.1328125,28.3203125
1769484260.071375,-26.85546875,-20.01953125,-38.57421875,31.73828125
1769484260.0752811,-21.484375,-19.04296875,-37.59765625,43.45703125
1769484260.0791874,-23.4375,-19.04296875,-36.62109375,46.875
1769484260.0830936,-32.71484375,-23.92578125,-41.015625,35.15625
1769484260.085125,-50.78125,-28.80859375,-41.50390625,26.3671875
1769484260.0890312,-34.66796875,-29.78515625,-36.62109375,36.1328125
1769484260.0929375,-10.7421875,-30.2734375,-41.015625,18.06640625
1769484260.0968437,-38.0859375,-32.71484375,-42.96875,-25.87890625
1769484260.10075,-76.66015625,-36.1328125,-38.0859375,-70.3125
1769484260.1046562,-52.734375,-38.57421875,-38.0859375,-124.51171875
1769484260.1085625,-20.99609375,-28.3203125,-38.57421875,-125.0
1769484260.1124687,-31.73828125,-28.80859375,-41.50390625,-112.3046875
1769484260.116375,-45.8984375,-34.66796875,-41.015625,-139.16015625
1769484260.1202812,-50.29296875,-31.73828125,-37.59765625,-163.0859375
1769484260.1241875,-36.1328125,-28.80859375,-40.52734375,-155.76171875
1769484260.1280937,-15.13671875,-30.76171875,-40.52734375,-145.99609375
1769484260.129125,-27.83203125,-34.1796875,-40.52734375,-167.96875
1769484260.1330314,-39.0625,-29.296875,-35.64453125,-177.24609375
1769484260.1369376,-27.34375,-26.85546875,-27.34375,-158.203125
1769484260.1408439,-36.1328125,-37.109375,-28.80859375,-141.6015625
1769484260.14475,-43.9453125,-35.15625,-34.1796875,-142.578125
1769484260.1486564,-48.828125,-33.69140625,-34.66796875,-163.0859375
1769484260.1525626,-42.48046875,-35.64453125,-38.0859375,-178.22265625
1769484260.1564689,-13.18359375,-28.80859375,-40.0390625,-153.80859375
1769484260.160375,-20.5078125,-31.73828125,-41.9921875,-150.390625
1769484260.1642814,-59.08203125,-35.64453125,-45.8984375,-186.03515625
1769484260.1681876,-62.98828125,-35.15625,-44.921875,-189.94140625
1769484260.1720939,-36.1328125,-36.62109375,-39.55078125,-165.0390625
1769484260.175125,-34.1796875,-36.1328125,-44.43359375,-174.31640625
1769484260.1790311,-61.03515625,-35.15625,-50.78125,-196.77734375
1769484260.1829374,-52.24609375,-38.0859375,-58.59375,-194.3359375
1769484260.1868436,-34.66796875,-36.62109375,-62.01171875,-172.36328125
1769484260.19075,-31.25,-30.76171875,-54.19921875,-152.34375
1769484260.1946561,-39.0625,-32.71484375,-52.734375,-157.71484375
1769484260.1985624,-56.640625,-37.109375,-53.7109375,-176.7578125
1769484260.2024686,-32.2265625,-36.62109375,-52.24609375,-161.1328125
1769484260.206375,-8.30078125,-30.2734375,-51.7578125,-145.99609375
1769484260.2102811,-11.71875,-28.80859375,-54.6875,-154.78515625
1769484260.2141874,-37.59765625,-33.203125,-55.17578125,-166.015625
1769484260.2180936,-36.1328125,-33.203125,-55.6640625,-152.83203125
1769484260.219125,-10.7421875,-35.64453125,-55.17578125,-125.9765625
1769484260.2230313,-27.83203125,-37.109375,-48.33984375,-133.7890625
1769484260.2269375,-59.08203125,-37.59765625,-45.41015625,-153.3203125
1769484260.2308438,-56.15234375,-40.0390625,-52.734375,-154.78515625
1769484260.23475,-38.0859375,-36.62109375,-56.15234375,-134.765625
1769484260.2386563,-23.92578125,-31.25,-55.17578125,-124.0234375
1769484260.2425625,-34.66796875,-35.15625,-55.17578125,-131.8359375
1769484260.2464688,-49.31640625,-35.64453125,-53.22265625,-109.375
1769484260.250375,-32.71484375,-29.78515625,-51.26953125,-66.89453125
1769484260.2542813,-24.90234375,-28.3203125,-52.24609375,-56.15234375
1769484260.2581875,-26.85546875,-31.25,-50.29296875,-62.98828125
